filename,latitude,longitude,pano_id,heading
DiMG47m7BgXSiL6YsT_VPQ_33.jpg,40.289644965013764,140.42121121939027,DiMG47m7BgXSiL6YsT_VPQ,33
IAmNOGP_eBaITmXnRJwxjg_256.jpg,1.0830988463933693,116.88165394387505,IAmNOGP_eBaITmXnRJwxjg,256
5mNGip0mtqSoAmoOteteQw_64.jpg,42.279645947765914,-79.70286574715333,5mNGip0mtqSoAmoOteteQw,64
h6OSmT7YboYFwaPkf6RWVQ_22.jpg,55.07088956826908,82.95380313716606,h6OSmT7YboYFwaPkf6RWVQ,22
Wrt6NZbhaWrOLNCZ4k-52Q_234.jpg,42.750614953535234,13.178513731182306,Wrt6NZbhaWrOLNCZ4k-52Q,234
BIRVxO2MuYTb8FlzL96FEw_143.jpg,52.7628913753191,41.445627736906175,BIRVxO2MuYTb8FlzL96FEw,143
zLlJ8geKhCKaY_liSNrbaA_187.jpg,52.96986812648612,9.526760298300644,zLlJ8geKhCKaY_liSNrbaA,187
ahwVlubL7EMnktasGMPFHA_33.jpg,23.760182264268394,88.9370403106982,ahwVlubL7EMnktasGMPFHA,33
CAoSF0NJSE0wb2dLRUlDQWdJRGstSVMtMlFF_355.jpg,23.609629153374357,85.52568223790479,CAoSF0NJSE0wb2dLRUlDQWdJRGstSVMtMlFF,355
gl91Sm6NGVh6E6yS8CtsXg_110.jpg,32.748304660719086,-111.61560277410342,gl91Sm6NGVh6E6yS8CtsXg,110
fHbDKY8MvX7nyzKociKLcg_82.jpg,-25.611696217433305,151.3448495159481,fHbDKY8MvX7nyzKociKLcg,82
ygVV-LT173F3-v9q-aNMpw_230.jpg,40.58601762548349,-111.95265097980447,ygVV-LT173F3-v9q-aNMpw,230
J-IVGKX24ohqz1znMtE59w_139.jpg,41.4475357571238,-78.46985740129168,J-IVGKX24ohqz1znMtE59w,139
6HrsDnX8lXS8WSidRV-aKA_55.jpg,32.07701754809992,75.31794166042587,6HrsDnX8lXS8WSidRV-aKA,55
2zZg5nPHmAOMY8sYpag3CA_100.jpg,35.86105646168603,-98.96876332029069,2zZg5nPHmAOMY8sYpag3CA,100
OXlqLHV46dXXjXF0nzOX2Q_214.jpg,61.2913387987218,10.56234138337486,OXlqLHV46dXXjXF0nzOX2Q,214
3kgMG7fWwPWZeh6Oa9X3iw_275.jpg,59.75882260271432,10.651808097714571,3kgMG7fWwPWZeh6Oa9X3iw,275
W1pRNhfqzB5LwDsfd0P3jQ_321.jpg,59.78077041390506,8.230663725713812,W1pRNhfqzB5LwDsfd0P3jQ,321
Qx6ZwGOfWyKyd8hiTw9Jrg_62.jpg,60.460077421101005,12.06229100136116,Qx6ZwGOfWyKyd8hiTw9Jrg,62
1BxYhPOp53QOkdIm7smHiw_252.jpg,60.795502031849374,4.9497289413448415,1BxYhPOp53QOkdIm7smHiw,252
p_Q1dYaH-cS2HllpVXa_Yg_334.jpg,62.96481287756553,8.599273434791835,p_Q1dYaH-cS2HllpVXa_Yg,334
hf0WEIQKgI-zt0TwN2FZ6g_98.jpg,63.51228725356137,10.771381032872522,hf0WEIQKgI-zt0TwN2FZ6g,98
TV2vCVAxzt0-SFd7BFbQwA_276.jpg,69.60277549711012,19.712281502471686,TV2vCVAxzt0-SFd7BFbQwA,276
JGKDqmcMRbkoEc3hT94WFw_140.jpg,61.544771727415565,5.186862584220659,JGKDqmcMRbkoEc3hT94WFw,140
TQt9yiVYA5zZcFO6TAxNWw_11.jpg,69.95076883043801,19.511386201902383,TQt9yiVYA5zZcFO6TAxNWw,11
00nenX7bvyZgE-PckOU5Aw_139.jpg,59.3248243773554,6.431653773854606,00nenX7bvyZgE-PckOU5Aw,139
6LWNbweG8vsgI3xr4pj9Mw_189.jpg,60.72143607162256,4.9815071686607375,6LWNbweG8vsgI3xr4pj9Mw,189
sV-Sh9hphJH-eyT_0fMTYw_91.jpg,61.38187335495843,12.043943031723996,sV-Sh9hphJH-eyT_0fMTYw,91
7oLNZ9bm5SgnblhIilbGkQ_340.jpg,69.27536901653505,16.035494437026035,7oLNZ9bm5SgnblhIilbGkQ,340
0HjlQexpr_I9qxoja-erHA_292.jpg,64.12156467229792,10.127368690157784,0HjlQexpr_I9qxoja-erHA,292
IngymxGSSI3UgYpQIHK5nQ_308.jpg,69.71437325613958,20.52883566890606,IngymxGSSI3UgYpQIHK5nQ,308
_hojIVu9HfWwAcg5lnH8Ig_157.jpg,62.29519762922396,5.615849302160845,_hojIVu9HfWwAcg5lnH8Ig,157
s2JROfzd_K9bRmNsO6urNQ_125.jpg,68.52800587306604,16.767241276959314,s2JROfzd_K9bRmNsO6urNQ,125
RhAr4K3Lsor7lLm6lLtg7A_310.jpg,58.10649687803334,6.6501593069180265,RhAr4K3Lsor7lLm6lLtg7A,310
kERc-sbm9Ozd4SrjzYF2CQ_351.jpg,59.80228691808,11.470167129778396,kERc-sbm9Ozd4SrjzYF2CQ,351
JkFZNP9vRrxOgRdGur9pMQ_336.jpg,59.60620768469223,5.760282345599138,JkFZNP9vRrxOgRdGur9pMQ,336
FqSCNInuUol6NaKB4C0byQ_309.jpg,59.032141274165234,6.39599424275765,FqSCNInuUol6NaKB4C0byQ,309
2DrEspUx7olUzrCfe3xFYQ_2.jpg,66.38726440089378,14.636784415079408,2DrEspUx7olUzrCfe3xFYQ,2
E9iOYKr2hc98BsHjF1z3hw_99.jpg,59.85906829284333,10.521914586627988,E9iOYKr2hc98BsHjF1z3hw,99
zxsg2lCkKVdhMB-hnUefKg_87.jpg,60.00747424810592,5.083312744438523,zxsg2lCkKVdhMB-hnUefKg,87
_4zb0Z3Vm-TOOJUOxyjkVA_17.jpg,64.45901354644926,11.666067421375734,_4zb0Z3Vm-TOOJUOxyjkVA,17
i568S_X6YqrshBmN1OpElA_251.jpg,71.0265716936397,25.89464105472728,i568S_X6YqrshBmN1OpElA,251
7ef44WOvnZYW5hWc9MHlOw_134.jpg,70.5127690966765,29.90958769697153,7ef44WOvnZYW5hWc9MHlOw,134
sTL4nhhZzHDbyQx8D4e08g_341.jpg,63.61051250369288,8.63134693940491,sTL4nhhZzHDbyQx8D4e08g,341
T-ccl6DjEklVU3xBpikRJA_36.jpg,58.094058505737394,7.8315237296537985,T-ccl6DjEklVU3xBpikRJA,36
d_H03DCggSUe6E_ao_wwNQ_171.jpg,61.567147301314925,6.479558959264569,d_H03DCggSUe6E_ao_wwNQ,171
KM8WzYf2Fn4Hvd_OIR7J2Q_284.jpg,61.170313083378495,10.630899141123969,KM8WzYf2Fn4Hvd_OIR7J2Q,284
_QjfDUBdKCEsfIjDnCfZWQ_70.jpg,61.39656762355576,8.809261840798003,_QjfDUBdKCEsfIjDnCfZWQ,70
YC8p0A-0Qr_ei8zA4dy-zw_326.jpg,69.53609553715327,19.18965111319892,YC8p0A-0Qr_ei8zA4dy-zw,326
wSeOuXLZVmWeZLPt-2pHqw_71.jpg,59.27880606598528,10.780634537449776,wSeOuXLZVmWeZLPt-2pHqw,71
SDQLXgBLgpQfKqnNb-j-ZA_26.jpg,59.53753364907329,11.003657478812665,SDQLXgBLgpQfKqnNb-j-ZA,26
H4ypqfrbcTflKQrtJ2tCkQ_148.jpg,61.83998915014181,6.7977452430055925,H4ypqfrbcTflKQrtJ2tCkQ,148
0_BTcXqW5Uw2I2YfmWG9Ag_24.jpg,58.91742914588423,8.953464230206817,0_BTcXqW5Uw2I2YfmWG9Ag,24
aWDOW7MXiRReqktnMzly3g_308.jpg,60.671948012825226,12.299214659048303,aWDOW7MXiRReqktnMzly3g,308
xtRxOjxtVmbhXrHFaPvQqA_176.jpg,60.11348754969487,9.041061011443276,xtRxOjxtVmbhXrHFaPvQqA,176
YW2ncTw-nIaiIEIyN0y-Lw_231.jpg,60.2297560814889,11.850518196765616,YW2ncTw-nIaiIEIyN0y-Lw,231
hnN_ZNi2boMO8ofbYqfx4g_352.jpg,67.42462329370574,15.51191638866486,hnN_ZNi2boMO8ofbYqfx4g,352
iTmfBIuVpOTGDk48XWj7Ww_79.jpg,68.5146939637725,16.72582775318011,iTmfBIuVpOTGDk48XWj7Ww,79
AaDYVAebjiAul-Gug_EG5g_133.jpg,60.860913007616034,6.496920870509197,AaDYVAebjiAul-Gug_EG5g,133
h-yLKj19MYObbT4Rco4fHg_351.jpg,62.60932271308395,9.648575880259251,h-yLKj19MYObbT4Rco4fHg,351
FaFAvmapLhLVVs30aKwxOg_33.jpg,58.75629779440609,5.86482363337946,FaFAvmapLhLVVs30aKwxOg,33
m_n_T1XW5GXs7SIvj4q59g_179.jpg,59.15001869962107,10.292678169244398,m_n_T1XW5GXs7SIvj4q59g,179
URmK_qGwpeGc4hZ85NZd6Q_140.jpg,59.69593238852045,6.744692149980024,URmK_qGwpeGc4hZ85NZd6Q,140
Xx6WMfngjGTRXrAb6uA4TA_256.jpg,62.88929092169513,10.482788664277397,Xx6WMfngjGTRXrAb6uA4TA,256
qLLgIE0cvcriOPQK_tb8yQ_294.jpg,60.57113711627823,5.22638415468877,qLLgIE0cvcriOPQK_tb8yQ,294
PjlwcylxW_cZ451jGsLfGg_72.jpg,59.55744539901686,6.318054616807139,PjlwcylxW_cZ451jGsLfGg,72
Xlyp7lywIEf2tdb7HLJSUQ_276.jpg,60.69250755324066,12.410019985515602,Xlyp7lywIEf2tdb7HLJSUQ,276
8l1-OEdQeR1KaFONt2ZATg_27.jpg,61.67339458630988,4.973175585147962,8l1-OEdQeR1KaFONt2ZATg,27
FzrWkYVWURNJfUs8iIpIIw_54.jpg,64.16888633729646,12.758209289901302,FzrWkYVWURNJfUs8iIpIIw,54
CwvzEYGJMHMh7BFNiuBsOw_216.jpg,58.52278464922256,7.8777078007018035,CwvzEYGJMHMh7BFNiuBsOw,216
CQkVHLWyPayQ2UbsCMAX8Q_97.jpg,61.73448507792115,11.19404866649504,CQkVHLWyPayQ2UbsCMAX8Q,97
OPGvix1ON4nKqUaD3U_iHg_119.jpg,68.49066353105883,16.087157384132404,OPGvix1ON4nKqUaD3U_iHg,119
SsYffCCxVYZOSOB2NrA0OA_354.jpg,62.15110690892536,10.582417308526963,SsYffCCxVYZOSOB2NrA0OA,354
TmlU93C_65WF1x-nHxJBlg_341.jpg,59.99075920406872,11.823644686768109,TmlU93C_65WF1x-nHxJBlg,341
YsZFHbhxRK6MHffYcAUcdw_214.jpg,58.07398132476592,7.858396369995649,YsZFHbhxRK6MHffYcAUcdw,214
TEvOUIWTGrfHp83v-2mmTw_146.jpg,63.015177814405696,9.070195481437642,TEvOUIWTGrfHp83v-2mmTw,146
BPvS01-jmxlt-G5dZz0y6g_224.jpg,59.84268244169657,7.041519005054976,BPvS01-jmxlt-G5dZz0y6g,224
D4bdS2iXoIe3b6t0WSxQjA_84.jpg,60.24191420730863,5.836743433623294,D4bdS2iXoIe3b6t0WSxQjA,84
mkOcj95h3WREzuq41NERig_285.jpg,61.01605638421962,11.047937034701114,mkOcj95h3WREzuq41NERig,285
o90wXV1sX67yOoXwtgBy1A_237.jpg,69.40114173325901,29.719707276013256,o90wXV1sX67yOoXwtgBy1A,237
2_CQZV6dQvOhmHjBGrXg4g_165.jpg,60.38629363625189,6.151408943354584,2_CQZV6dQvOhmHjBGrXg4g,165
FLdykczO1wHbHbUSS5tgug_190.jpg,59.41859650532535,10.368306106643915,FLdykczO1wHbHbUSS5tgug,190
9sO3UzejupPD_bLO4lvNDg_140.jpg,66.27065195987085,13.76590427306253,9sO3UzejupPD_bLO4lvNDg,140
q2DIJ-diAmuAf3Kt4HzpDw_242.jpg,59.14738258123524,11.720400331019253,q2DIJ-diAmuAf3Kt4HzpDw,242
bL8yrduLXoW-9Gtd32xzuQ_345.jpg,60.6997392305617,11.338210393231558,bL8yrduLXoW-9Gtd32xzuQ,345
3zFkFUJSwrheKQWL_7_oPQ_99.jpg,61.634250388900064,6.525304506937239,3zFkFUJSwrheKQWL_7_oPQ,99
azH3VWz86gtfU2UUZNb4kg_64.jpg,60.95530011796517,10.987216652060283,azH3VWz86gtfU2UUZNb4kg,64
lqXipL_JHD2SLwuJheoSBQ_110.jpg,67.12525664698916,14.343997617982412,lqXipL_JHD2SLwuJheoSBQ,110
Lfwa9veTltVWOoDJ_455RA_10.jpg,59.32415735775698,9.337712800407315,Lfwa9veTltVWOoDJ_455RA,10
LoNW7ifJ1BAVpq0LTuHvww_24.jpg,60.45592581358184,5.398990667717553,LoNW7ifJ1BAVpq0LTuHvww,24
3ko0WESHINc79ckf41YvBw_226.jpg,62.84035895119728,6.824084896627219,3ko0WESHINc79ckf41YvBw,226
