filename,latitude,longitude,pano_id,heading,countryCode,superRegion,region_id
DiMG47m7BgXSiL6YsT_VPQ_33.jpg,40.28964496501376,140.42121121939027,DiMG47m7BgXSiL6YsT_VPQ,33,JP,East Asia,6
IAmNOGP_eBaITmXnRJwxjg_256.jpg,1.0830988463933693,116.88165394387504,IAmNOGP_eBaITmXnRJwxjg,256,ID,Southeast Asia,7
5mNGip0mtqSoAmoOteteQw_64.jpg,42.27964594776592,-79.70286574715333,5mNGip0mtqSoAmoOteteQw,64,US,North America,0
h6OSmT7YboYFwaPkf6RWVQ_22.jpg,55.07088956826908,82.95380313716606,h6OSmT7YboYFwaPkf6RWVQ,22,RU,Russia & Cyrillic,5
Wrt6NZbhaWrOLNCZ4k-52Q_234.jpg,42.750614953535234,13.178513731182306,Wrt6NZbhaWrOLNCZ4k-52Q,234,IT,Southern Europe,3
BIRVxO2MuYTb8FlzL96FEw_143.jpg,52.7628913753191,41.445627736906175,BIRVxO2MuYTb8FlzL96FEw,143,RU,Russia & Cyrillic,5
zLlJ8geKhCKaY_liSNrbaA_187.jpg,52.96986812648612,9.526760298300644,zLlJ8geKhCKaY_liSNrbaA,187,DE,Western & Northern Europe,2
ahwVlubL7EMnktasGMPFHA_33.jpg,23.760182264268398,88.9370403106982,ahwVlubL7EMnktasGMPFHA,33,BD,South Asia,8
CAoSF0NJSE0wb2dLRUlDQWdJRGstSVMtMlFF_355.jpg,23.60962915337436,85.52568223790479,CAoSF0NJSE0wb2dLRUlDQWdJRGstSVMtMlFF,355,IN,South Asia,8
gl91Sm6NGVh6E6yS8CtsXg_110.jpg,32.748304660719086,-111.61560277410342,gl91Sm6NGVh6E6yS8CtsXg,110,US,North America,0
fHbDKY8MvX7nyzKociKLcg_82.jpg,-25.611696217433305,151.3448495159481,fHbDKY8MvX7nyzKociKLcg,82,AU,Oceania,11
ygVV-LT173F3-v9q-aNMpw_230.jpg,40.58601762548349,-111.95265097980447,ygVV-LT173F3-v9q-aNMpw,230,US,North America,0
J-IVGKX24ohqz1znMtE59w_139.jpg,41.4475357571238,-78.46985740129168,J-IVGKX24ohqz1znMtE59w,139,US,North America,0
6HrsDnX8lXS8WSidRV-aKA_55.jpg,32.07701754809992,75.31794166042587,6HrsDnX8lXS8WSidRV-aKA,55,IN,South Asia,8
2zZg5nPHmAOMY8sYpag3CA_100.jpg,35.86105646168603,-98.96876332029068,2zZg5nPHmAOMY8sYpag3CA,100,US,North America,0
OXlqLHV46dXXjXF0nzOX2Q_214.jpg,61.2913387987218,10.56234138337486,OXlqLHV46dXXjXF0nzOX2Q,214,NO,Western & Northern Europe,2
3kgMG7fWwPWZeh6Oa9X3iw_275.jpg,59.75882260271432,10.651808097714571,3kgMG7fWwPWZeh6Oa9X3iw,275,NO,Western & Northern Europe,2
W1pRNhfqzB5LwDsfd0P3jQ_321.jpg,59.78077041390506,8.230663725713812,W1pRNhfqzB5LwDsfd0P3jQ,321,NO,Western & Northern Europe,2
Qx6ZwGOfWyKyd8hiTw9Jrg_62.jpg,60.460077421101005,12.06229100136116,Qx6ZwGOfWyKyd8hiTw9Jrg,62,NO,Western & Northern Europe,2
1BxYhPOp53QOkdIm7smHiw_252.jpg,60.795502031849374,4.9497289413448415,1BxYhPOp53QOkdIm7smHiw,252,NO,Western & Northern Europe,2
p_Q1dYaH-cS2HllpVXa_Yg_334.jpg,62.96481287756553,8.599273434791835,p_Q1dYaH-cS2HllpVXa_Yg,334,NO,Western & Northern Europe,2
hf0WEIQKgI-zt0TwN2FZ6g_98.jpg,63.51228725356137,10.771381032872522,hf0WEIQKgI-zt0TwN2FZ6g,98,NO,Western & Northern Europe,2
TV2vCVAxzt0-SFd7BFbQwA_276.jpg,69.60277549711012,19.712281502471686,TV2vCVAxzt0-SFd7BFbQwA,276,NO,Western & Northern Europe,2
JGKDqmcMRbkoEc3hT94WFw_140.jpg,61.544771727415565,5.186862584220659,JGKDqmcMRbkoEc3hT94WFw,140,NO,Western & Northern Europe,2
TQt9yiVYA5zZcFO6TAxNWw_11.jpg,69.95076883043801,19.511386201902383,TQt9yiVYA5zZcFO6TAxNWw,11,NO,Western & Northern Europe,2
00nenX7bvyZgE-PckOU5Aw_139.jpg,59.3248243773554,6.431653773854606,00nenX7bvyZgE-PckOU5Aw,139,NO,Western & Northern Europe,2
6LWNbweG8vsgI3xr4pj9Mw_189.jpg,60.72143607162256,4.9815071686607375,6LWNbweG8vsgI3xr4pj9Mw,189,NO,Western & Northern Europe,2
sV-Sh9hphJH-eyT_0fMTYw_91.jpg,61.38187335495843,12.043943031723996,sV-Sh9hphJH-eyT_0fMTYw,91,NO,Western & Northern Europe,2
7oLNZ9bm5SgnblhIilbGkQ_340.jpg,69.27536901653505,16.035494437026035,7oLNZ9bm5SgnblhIilbGkQ,340,NO,Western & Northern Europe,2
0HjlQexpr_I9qxoja-erHA_292.jpg,64.12156467229792,10.127368690157784,0HjlQexpr_I9qxoja-erHA,292,NO,Western & Northern Europe,2
IngymxGSSI3UgYpQIHK5nQ_308.jpg,69.71437325613958,20.52883566890606,IngymxGSSI3UgYpQIHK5nQ,308,NO,Western & Northern Europe,2
_hojIVu9HfWwAcg5lnH8Ig_157.jpg,62.29519762922396,5.615849302160845,_hojIVu9HfWwAcg5lnH8Ig,157,NO,Western & Northern Europe,2
s2JROfzd_K9bRmNsO6urNQ_125.jpg,68.52800587306604,16.767241276959314,s2JROfzd_K9bRmNsO6urNQ,125,NO,Western & Northern Europe,2
RhAr4K3Lsor7lLm6lLtg7A_310.jpg,58.10649687803334,6.6501593069180265,RhAr4K3Lsor7lLm6lLtg7A,310,NO,Western & Northern Europe,2
