filename,latitude,longitude,pano_id,heading,countryCode,superRegion,region_id
MskSCBAxlMiqIz2NbYC-zw_48.jpg,51.03137826144668,23.509510104057004,MskSCBAxlMiqIz2NbYC-zw,48,PL,Eastern Europe & Balkans,4
rCb281tiTEpA3h0zKNmFTw_110.jpg,37.95574497374515,-6.327425516126523,rCb281tiTEpA3h0zKNmFTw,110,ES,Southern Europe,3
n_VA9JZam8amWD4cv4_cTw_133.jpg,11.865453071353995,8.545537393557414,n_VA9JZam8amWD4cv4_cTw,133,NG,Africa,9
RuHdupYdo2Z-JuOJ92RjwQ_193.jpg,-26.078084261986483,30.874714150615308,RuHdupYdo2Z-JuOJ92RjwQ,193,SZ,Africa,9
-YuWsMyNEUs8njcBE2OL9A_103.jpg,12.499468324408165,-12.118187853659494,-YuWsMyNEUs8njcBE2OL9A,103,SN,Africa,9
Zgn6WshyBbWzNkEc4DbCvQ_109.jpg,-29.385337848552105,-56.65871303575945,Zgn6WshyBbWzNkEc4DbCvQ,109,AR,Latin America,1
sEm5NK-_l4KTXOkfTAheng_279.jpg,-33.251847321392816,-66.2920946002786,sEm5NK-_l4KTXOkfTAheng,279,AR,Latin America,1
FALdanfsNa8Ke42hm4laAg_334.jpg,43.06341635841022,-82.63025318057872,FALdanfsNa8Ke42hm4laAg,334,US,North America,0
hrhxYk8kgCMj3KViyFbnRg_62.jpg,8.352055704116234,-81.20833740297799,hrhxYk8kgCMj3KViyFbnRg,62,PA,Latin America,1
cTS2m7SinI7PGb4fg-TN5Q_197.jpg,-30.00476351419492,149.29184322675806,cTS2m7SinI7PGb4fg-TN5Q,197,AU,Oceania,11
_0HWFN3bpHzsw8wc7rSi2w_119.jpg,-40.86494832738437,175.70360481540595,_0HWFN3bpHzsw8wc7rSi2w,119,NZ,Oceania,11
wuESlkZBWikcxY6b1e7puQ_162.jpg,33.519999706742595,130.41346873143252,wuESlkZBWikcxY6b1e7puQ,162,JP,East Asia,6
gd0oNV_nNuup32oOWPzWOQ_210.jpg,23.023525065766428,82.20986247378573,gd0oNV_nNuup32oOWPzWOQ,210,IN,South Asia,8
NNwGAvfvmajSQkEEOYyusA_300.jpg,16.303520534680267,102.89903950714864,NNwGAvfvmajSQkEEOYyusA,300,TH,Southeast Asia,7
qfx_fDGC8zaBKAp1vZu30w_359.jpg,5.044397714064088,100.78436557777589,qfx_fDGC8zaBKAp1vZu30w,359,MY,Southeast Asia,7
gcdVRUjRf3iaj1CPPCrX-Q_73.jpg,-6.004520851835889,106.02675722416164,gcdVRUjRf3iaj1CPPCrX-Q,73,ID,Southeast Asia,7
5t4kIMJNSCKrYDFaDkyRXQ_348.jpg,39.9574109393787,26.29858918472484,5t4kIMJNSCKrYDFaDkyRXQ,348,TR,Eastern Europe & Balkans,4
4QniNn5HGTCFyK47_lYiWQ_58.jpg,54.85299233548815,-1.73334787201223,4QniNn5HGTCFyK47_lYiWQ,58,GB,Western & Northern Europe,2
wrfj7wi2xIzi7H8kQMY7gw_72.jpg,61.00791541802115,23.604590669518903,wrfj7wi2xIzi7H8kQMY7gw,72,FI,Western & Northern Europe,2
vVhfCD4AjqYOGemIWBzEcQ_207.jpg,54.61783530346946,74.68714147043387,vVhfCD4AjqYOGemIWBzEcQ,207,RU,Russia & Cyrillic,5
1Z2q17FAc5YBfTfjbeV2Ow_239.jpg,65.55790006920624,-13.944695856960829,1Z2q17FAc5YBfTfjbeV2Ow,239,IS,Western & Northern Europe,2
PtM6tcJ7d4U1bdutx1Uayg_234.jpg,21.075457745878964,-101.69929419560587,PtM6tcJ7d4U1bdutx1Uayg,234,MX,Latin America,1
7E3OZ7PDSZxXJ8t_FRKJMA_329.jpg,-20.32015846649498,26.30946227167776,7E3OZ7PDSZxXJ8t_FRKJMA,329,BW,Africa,9
QX4U6pgmGVk72gtfX388aA_92.jpg,0.5109741414600002,35.98568030768733,QX4U6pgmGVk72gtfX388aA,92,KE,Africa,9
ykGix-T9DcYu_HzPV3pGyg_130.jpg,57.38031044320472,25.638068926941184,ykGix-T9DcYu_HzPV3pGyg,130,LV,Eastern Europe & Balkans,4
BwsNwuyC3XC-AlJsg0gunQ_149.jpg,45.98856217131923,13.919844533696995,BwsNwuyC3XC-AlJsg0gunQ,149,SI,Eastern Europe & Balkans,4
pQkZ-mg-Lck_DKIjVJKLmQ_213.jpg,37.80323756916017,14.817956688975114,pQkZ-mg-Lck_DKIjVJKLmQ,213,IT,Southern Europe,3
rblzMeQF-40oB1UWDju1UQ_70.jpg,70.02682362233999,23.47761107510572,rblzMeQF-40oB1UWDju1UQ,70,NO,Western & Northern Europe,2
vmxe0j7_RnV2J5_38VRc_Q_283.jpg,15.492017066751206,120.59780335122188,vmxe0j7_RnV2J5_38VRc_Q,283,PH,Southeast Asia,7
